,track_id,track_name,release_date,length,track_popularity,album_id,album_name,artist_name,acousticness,danceability,energy,instrumentalness,liveness,speechiness,loudness,mode,tempo,time_signature
33,5KcBudCONtFGSI4c9YAH5u,Better Off,2021-08-04,198113,63,2roA5wl3liKHgs7kVGrgL6,Better Off,Hayden Coffman,0.000892,0.552,0.886,0.0,0.14,0.031,-4.906,1,142.048,4
34,6T4o4xEh61CpgM9v4jG5DJ,"3RACHA (Bang Chan, Changbin, HAN)",2022-10-07,208573,62,0T6hYH0UyDjNraWZk2mZWi,MAXIDENT,Stray Kids,0.229,0.721,0.856,0.0,0.0853,0.301,-3.117,0,142.068,4
35,5eoJlLWX5XZW8AFqLXSEHD,"Haydn: Mass in D Minor, Hob. XXII:11 ""Nelson Mass"": Kyrie",2024-04-04,266066,21,6fJbaPmhLxtZaY74CG98zp,Bach: Magnificat - Vivaldi: Gloria - Handel: Water Music - Mozart: Toy Symphony & Laudate Dominum - Boccherini: Minuet - Rimsky-Korsakov: Flight of the Bumblebee & Other Classical Hits,Sir Neville Marriner,0.965,0.422,0.311,0.304,0.148,0.0357,-15.379,0,115.27,3
36,7fMTwh0JV3DXWEgDxtGNpN,"Haydn: Symphony No. 88 in G Major, Hob. I:88: IV. Finale. Allegro con spirito",2007-08-03,220400,10,17vgkEqqQ758lJOf1HG6jr,Haydn: Symphonies Nos 88-92 & Sinfonia Concertante,Sir Simon Rattle,0.967,0.489,0.257,0.75,0.121,0.0585,-19.433,1,144.935,4
37,6Bzm7y5jZmHhAPaV7w3NZU,"Haydn: String Quartet in C Major, Op. 76 No. 3, Hob. III:77 ""Emperor"": II. (a) Poco adagio, cantabile",1996-01-09,71866,53,58orNTGMQfiTueoD3D2HhO,"Haydn - String Quartets, Op 76 Nos 2-4",Joseph Haydn,0.978,0.245,0.0233,0.484,0.227,0.0576,-30.313,1,83.144,5
38,0mnF4O8xpHMDolLaP0w1E5,Haydi Yapalım,2023-04-10,147428,44,0YqOTWBXq3R5rKO8bauNFL,DOĞRU ZAMAN DOĞRU ADAM,AK Parti,0.185,0.668,0.668,0.000169,0.0886,0.0893,-8.439,1,139.993,4
39,0KZlj0zqTsPsjGHib2d3qt,Raised in the Holler,2022-02-11,189166,57,2N1fClE6geEUJvpSeReyp7,Born for This,Chase Matthew,0.137,0.496,0.844,1.9e-05,0.0673,0.0309,-6.144,0,143.932,4
40,72sfmdpuO5r8cBDgs7MqZZ,UNDERSTAND,2022-03-25,150519,77,1WVIJaAboRSwJOe4u0n0Q7,GABRIEL,keshi,0.94,0.379,0.208,1.05e-06,0.114,0.0426,-13.858,1,82.085,3
41,2bdVgAQgosGUJoViVDNeOV,LIMBO,2022-03-25,212784,76,1WVIJaAboRSwJOe4u0n0Q7,GABRIEL,keshi,0.879,0.577,0.366,7.76e-05,0.137,0.0368,-11.792,1,129.923,4
42,1Fhb9iJPufNMZSwupsXiRe,beside you,2021-04-23,166023,71,3boOG8cQ8szHDizPKUyBFD,beside you,keshi,0.459,0.711,0.747,0.0,0.0957,0.0523,-6.335,1,136.0,4
43,5SlU0Yhi51jobhEiGE4xDv,2 soon,2018-08-21,206511,68,5TfGMgtbj2pU60Hk7DT5Yb,2 soon,keshi,0.146,0.517,0.663,0.0,0.322,0.0375,-6.688,0,174.032,4
44,1hWDc5jD5br9pXSOtubFlf,IT'S YOU (feat. keshi),2024-02-16,173426,69,2YyHBng4US9HBUJKpICmny,LOVE IN STEREO,MAX,0.85,0.663,0.328,0.00019,0.141,0.0601,-11.579,1,89.892,4
45,7ivYWXqrPLs66YwakDuSim,like i need u,2018-11-13,182678,69,1hM5xkleU8wr2yOaY2gCMB,THE REAPER,keshi,0.399,0.748,0.465,0.0,0.294,0.0869,-8.163,1,119.872,4
46,6D6HVKe7Qu3imn4zzJD0W9,drunk,2020-10-23,227031,65,37FLvUnF5qC1LZBNCWqG1A,always,keshi,0.765,0.691,0.389,0.0,0.0941,0.0367,-8.247,1,104.952,4
47,3iqlzKw1tLt6tXZyKWV0fZ,SOMEBODY,2022-03-25,164662,66,1WVIJaAboRSwJOe4u0n0Q7,GABRIEL,keshi,0.442,0.649,0.461,0.0,0.108,0.0449,-8.401,1,141.088,4
48,2BuJrxYKhYky20dQqTlobO,skeletons,2019-07-16,152480,63,14IZ6aHadzsKrNMnntwLb0,skeletons,keshi,0.296,0.719,0.265,0.0865,0.108,0.0754,-12.782,1,80.021,4
49,2yyluSgySg95O24RBkgrMR,B.Y.S.,2020-10-23,165154,60,37FLvUnF5qC1LZBNCWqG1A,always,keshi,0.508,0.632,0.653,0.0,0.265,0.0379,-6.646,1,99.997,4
50,68HocO7fx9z0MgDU0ZPHro,Every Summertime,2021-08-10,215686,76,2HPj0XZe9WduSsyKTQqgVa,Every Summertime,NIKI,0.393,0.628,0.676,6.94e-05,0.0978,0.0424,-4.227,1,78.996,4
51,3eFx554nKpVNe4otynSsK0,Niki Fm,2004-06-08,239520,54,6ypfxw9fHuwow6dkcA4y1z,The Silence In Black And White (Re-Issue),Hawthorne Heights,0.118,0.352,0.549,9.31e-06,0.112,0.0327,-6.893,0,83.948,3
52,5kxOQDA9AcuNQXHvg5NpX4,Take A Chance With Me,2022-08-12,303933,76,5WR7ksPLp3kqFbDLTYpGfx,Nicole,NIKI,0.843,0.599,0.42,0.000262,0.103,0.0645,-11.637,1,93.981,4
53,3G0ENKW9vzV0SuYKaWFflI,Nikita,1985-11-07,343240,69,0xuxPr53iRlhWCu7QqHH24,Ice On Fire,Elton John,0.123,0.632,0.656,0.000264,0.0735,0.0277,-9.29,1,86.605,4
54,1ctbkptXLNIoEVTNAFYV4d,I Like U,2017-09-27,267732,66,1irnM02EZkY7q1q2QaPOav,I Like U,NIKI,0.0729,0.479,0.527,0.0,0.0879,0.276,-7.1,1,199.664,3
55,7ipqVwkp2MhZv0Ojzqy1NV,lowkey,2019-04-24,171355,76,22Es8oTgrk3zdUcoV9gW9y,lowkey,NIKI,0.432,0.752,0.494,0.0,0.0869,0.056,-8.18,1,117.901,4
56,6y0WlFecBZMaIlitqe9bNg,Indigo,2019-10-11,173473,61,0XTfFhfbxxwYx0658sgGAh,Head In The Clouds II,88rising,0.0959,0.819,0.664,1.89e-06,0.263,0.0828,-5.612,1,144.992,4
57,1mTuitFgMfMeMAMfhXRjLz,Niki FM,2024-03-22,317551,38,3PtY78oZkOJbMXvR91IYA3,Niki FM / Ohio Is For Lovers,Hawthorne Heights,0.00527,0.534,0.661,0.634,0.0706,0.0273,-8.604,1,81.002,4
58,4kkWvBCT6wq5NHoJjYRaPU,Backburner,2022-08-12,236533,75,5WR7ksPLp3kqFbDLTYpGfx,Nicole,NIKI,0.0502,0.571,0.56,0.00662,0.145,0.0582,-9.086,1,167.929,4
59,2KmMp0UwTWHoePckawT9Ve,niki (feat. 1nonly & 8percent),2020-11-15,175714,48,0popa3Smacp2Ng5bUbMx2L,niki (feat. 1nonly & 8percent),lilbubblegum,0.0678,0.63,0.415,0.0,0.13,0.365,-14.779,1,83.935,4
60,1BncfTJAWxrsxyT9culBrj,Experience,2013-01-01,315426,78,3uJ6D2WOPdjwJ0SrsH9EiG,In A Time Lapse,Ludovico Einaudi,0.934,0.447,0.449,0.961,0.0697,0.0376,-10.634,1,92.468,4
61,1ymzdmQYjO3ThdlToYZnTq,Adieux,2024-01-05,175492,72,5PPK24qrJdeoZBb8pVNWF6,Adieux,Ludovico Einaudi,0.988,0.275,0.00429,0.937,0.119,0.0473,-36.937,1,71.123,4
62,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,2004-01-01,357706,72,0Ryad9M1b1MxSjgXdHCh1c,Una Mattina,Ludovico Einaudi,0.961,0.191,0.0582,0.89,0.0941,0.0578,-25.398,1,132.614,1
63,5U87k9mIyu2sGQppcqV4Dw,Experience - Solo Piano,2023-02-03,307202,60,3Z7ioqwupmWCZx5hzWzbom,Experience (Solo Piano),Ludovico Einaudi,0.986,0.355,0.0479,0.958,0.115,0.0414,-28.017,1,98.698,4
64,4mecZsH7nSz3zUkqhdZTd6,Einaudi: Experience,2020-03-14,312853,47,0dfYZwRX2qrYI6hggSUFpv,Isolate & Chill,Various Artists,0.93,0.457,0.474,0.956,0.0679,0.0324,-9.245,1,92.404,4
65,6eir7TDacjXjFscPxDFHC4,The Tree,2023-01-06,199166,66,6sGfG3gk3pzhPFSDJV1bij,The Tree,Ludovico Einaudi,0.994,0.225,0.00332,0.945,0.0936,0.0546,-38.899,1,67.988,3
66,4hQeiQovsUpgox09PPXw91,The Tree,2023-01-10,199166,61,2530prY0HWeOPLWq4q2NTa,Moments of Peace,Ludovico Einaudi,0.994,0.316,0.00329,0.957,0.0933,0.0482,-38.901,1,90.804,4
67,77NMqfL6ua8WA8ieJW5HYp,Experience,2021-06-04,316973,51,2zMtXfGkXIlc3dWXxHmSEX,Cinema,Ludovico Einaudi,0.96,0.414,0.392,0.926,0.071,0.038,-13.021,0,92.394,4
68,0VLascXUZ2Ze2u5kUD5J1f,I Giorni,2011-01-01,411080,61,7k1Ki5pYinGM3lME2Tv3AM,Islands - Essential Einaudi,Ludovico Einaudi,0.992,0.277,0.0314,0.943,0.0712,0.0545,-30.21,1,131.571,3
69,6KpO4neDXxGdiEgsivZieY,Divenire,2006-01-01,402240,61,2EhFeiWsTdfqzdFskVUxBg,Divenire (Deluxe Edition),Ludovico Einaudi,0.909,0.14,0.217,0.855,0.0689,0.0352,-15.304,1,88.381,4
70,6epn3r7S14KUqlReYr77hA,Baby,2010-01-01,214240,83,3BmcYMh0KYsimWL6p2gPa9,My World 2.0,Justin Bieber,0.0401,0.728,0.859,0.0,0.111,0.137,-5.237,0,65.043,4
71,6I3mqTwhRpn34SLVafSH7G,Ghost,2021-03-19,153190,87,5dGWwsZ9iB2Xc3UKR0gif2,Justice,Justin Bieber,0.185,0.601,0.741,2.91e-05,0.415,0.0478,-5.569,1,153.96,4
72,0OHDTsjzY0jM1Qe8orifTo,Lonely,2021-02-26,149189,50,3JWRAryrKMeKlbDaiMdvoR,JB6,Justin Bieber,0.9,0.619,0.241,0.0,0.116,0.046,-7.102,0,79.461,4
73,52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),2023-02-24,238253,80,26z5llzd194mcCZHADWd6k,Love Sick,Don Toliver,0.0846,0.843,0.669,1.28e-05,0.105,0.0639,-4.105,0,136.979,4
74,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),2021-07-09,141805,82,4QLAtpLNUsHEYrcHXmMIZZ,STAY (with Justin Bieber),The Kid LAROI,0.0383,0.591,0.764,0.0,0.103,0.0483,-5.484,1,169.928,4
75,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,2015-11-13,233720,84,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),Justin Bieber,0.835,0.609,0.378,0.0,0.28,0.438,-9.828,1,100.418,4
76,09CtPGIpYB4BrO8qb1RGsF,Sorry,2015-11-13,200786,83,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),Justin Bieber,0.0797,0.654,0.76,0.0,0.299,0.045,-3.669,0,99.945,4
77,3S8jK1mGzQi24ilFb45DAZ,Lonely (with benny blanco),2021-03-19,149189,71,5dGWwsZ9iB2Xc3UKR0gif2,Justice,Justin Bieber,0.9,0.619,0.241,0.0,0.116,0.046,-7.102,0,79.461,4
78,6QFCMUUq1T2Vf5sFUXcuQ7,Beauty And A Beat,2012-01-01,227986,81,5cxMa6oLINJzmZ8lF7wWQN,Believe,Justin Bieber,0.000704,0.601,0.843,5.27e-05,0.0681,0.0593,-4.87,1,128.002,4
79,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),2021-07-27,141805,81,576UTio7xgY7YUxrHMzxeI,F*CK LOVE 3+: OVER YOU,The Kid LAROI,0.0383,0.591,0.764,0.0,0.103,0.0483,-5.484,1,169.928,4
80,5Z0AM9HW78XIyZqF2BPasr,Bitter,2020-05-13,194749,62,2JqdcyrOqUzCJQOeuJ7h5u,Bitter,FLETCHER,0.393,0.724,0.594,0.00116,0.0889,0.102,-7.126,0,136.002,4
81,57mgEbIR86es2FBvQmxZ7t,Pretending,2024-03-22,182320,66,1ZXvAPiGoqDXWsLHd3oZ8Q,In Search Of The Antidote,FLETCHER,0.0021,0.465,0.856,7.79e-05,0.0889,0.087,-5.221,1,135.086,4
82,21vPjrAwqTWvNm4HqODEIY,Bitter (feat. Trevor Daniel),2020-09-25,194749,50,46JzNo2nsnGWzYyjnbPjL0,Bitter (feat. Trevor Daniel),FLETCHER,0.241,0.689,0.643,3.82e-05,0.127,0.0735,-6.142,0,136.002,4
83,1k7jAhbUihs1zx3rbhWgj0,Doing Better,2024-03-22,153746,64,1ZXvAPiGoqDXWsLHd3oZ8Q,In Search Of The Antidote,FLETCHER,0.119,0.621,0.558,1.55e-05,0.088,0.236,-8.315,0,157.947,4
84,6eutgX6jfXAsjTXgQtCtYV,girls girls girls,2021-10-08,161247,62,17K0z0mxfAuYNNrV8Jx8v1,girls girls girls,FLETCHER,0.658,0.649,0.478,0.0,0.131,0.156,-8.834,1,139.859,4
85,6sMEb3eNrQiW2mxrvURMGc,Doing Better,2024-03-01,153746,65,64WbXlIjvrqkf5AI019x0L,Doing Better,FLETCHER,0.114,0.615,0.55,7.38e-06,0.0757,0.247,-8.368,0,157.965,4
86,2ms9mFZLDVjzxou72PfLqn,Fletch,2019-09-11,174200,4,1Q5mnq8DxQrKPEEvHROhh1,Constant Elevation,Constant Elevation,6.96e-05,0.335,0.968,0.0,0.37,0.0708,-3.174,1,98.288,4
87,44nX7Y9AgkHyinw8RSXOgP,Maybe I Am,2024-03-22,164093,64,1ZXvAPiGoqDXWsLHd3oZ8Q,In Search Of The Antidote,FLETCHER,0.342,0.414,0.581,0.0,0.115,0.047,-7.487,1,179.79,4
88,2KCMKqK2hFvUiio8pzuHRC,Attached To You,2024-03-22,156626,62,1ZXvAPiGoqDXWsLHd3oZ8Q,In Search Of The Antidote,FLETCHER,0.0338,0.597,0.782,0.0459,0.659,0.0494,-7.214,1,157.014,4
89,6LDZnrj4msU8K3n6bk4cJq,Fletch,1992-03-05,54360,1,6pF7BfrUClb6zz9OOpv5ou,A-Town Hard Heads,The Hard Boys,0.376,0.655,0.38,0.00132,0.348,0.472,-16.588,0,99.665,3
90,5AkV53fo1u01mi8r22JNeF,I Just Couldn't Save You Tonight - Story of Kale - Original Motion Picture Soundtrack,2020-11-01,219600,64,1AgPsLxdjTamc8dapjpdom,I Just Couldn't Save You Tonight (Story of Kale - Original Motion Picture Soundtrack),Ardhito Pramono,0.851,0.372,0.322,1.02e-06,0.108,0.0398,-9.831,1,85.064,4
91,5YTF6uvRAr4NvqtjqzPOik,primadonna,2022-05-20,123072,43,2MdIFibz5RJWNIDJzyEVxO,things with wings,ericdoa,0.0513,0.763,0.688,0.0,0.409,0.136,-5.662,1,112.016,1
92,74OLXYsvpfmSgPCMMi898K,bitterlove,2018-08-17,216264,56,5pSxeG2bdlj3MYdBVRBexK,bitterlove,Ardhito Pramono,0.393,0.678,0.531,0.0016,0.125,0.0384,-10.92,1,149.393,4
93,0qYlKq7TGPnbTW0SnFEGXG,Leke Prabhu Ka Naam,2023-11-20,215316,44,6AgKY9DZqh6C2lkMyCC8pn,Tiger 3,Pritam,0.299,0.713,0.888,4.3e-06,0.289,0.0538,-7.096,1,115.969,4
94,1sUcuZMuz5Kn5rATfzL77v,Here We Go Again / Fanboi,2020-02-28,192233,54,2jmWbG3qOhAutjzQnr47K6,Craziest thing happened in my backyard,Ardhito Pramono,0.788,0.63,0.441,0.0,0.268,0.0518,-10.461,1,120.014,4
95,27jqMXpIELLnYfyVQ5V9ev,Adhuro,2021-04-28,205248,43,4K4Vv9VNeYZMNxodRI7GNb,Adhuro,Prabesh Kumar Shrestha,0.855,0.393,0.0353,0.000939,0.127,0.0452,-25.115,0,83.474,4
96,5QGdWvXwXMK2Zx6eKagyue,Sudah - Story of Kale - Original Motion Picture Soundtrack,2020-10-16,206098,63,6PDnmCt2aYEQF3YHaCOVHI,Sudah (Story of Kale - Original Motion Picture Soundtrack),Ardhito Pramono,0.907,0.617,0.172,2.87e-05,0.16,0.0316,-11.526,1,114.924,3
97,4bDg8Sj2q5Y8R5uJEZGkXm,Anmone 2,2011-10-07,305861,38,2qL0SdDlqkQMyc8F2aP07w,Aushomapto II,Aurthohin,0.00367,0.313,0.897,1.16e-06,0.107,0.0844,-5.781,1,88.734,4
98,77SiKnkNEnRw0uoPE4wuEp,cigarettes of ours,2019-02-15,222246,54,48SUVfdwm8K3U67cS5QC2h,a letter to my 17 year old,Ardhito Pramono,0.849,0.609,0.218,3.65e-05,0.107,0.034,-14.225,1,112.203,4
99,7EAzPwOkEGHAPUNVZ1g4Fy,Hridoyonandonbone,2023-04-28,210558,8,57chXaIkrImt6b3ush2zXb,Brahmo Sangeet,Various Artists,0.909,0.374,0.278,0.0,0.267,0.0297,-11.802,1,107.732,5
0,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,2017-04-20,199440,86,3wBabo4pmzsYjALMSKY7Iq,Illuminate (Deluxe),Shawn Mendes,0.38,0.866,0.813,0.0,0.0779,0.0554,-4.063,0,121.998,4
1,5jsw9uXEGuKyJzs0boZ1bT,Stitches,2015-04-14,206880,76,6sUOosXuYt0oUeczJRbedZ,Handwritten,Shawn Mendes,0.0151,0.752,0.754,0.0,0.0486,0.0615,-6.684,1,149.789,4
2,0AS63m1wHv9n4VVRizK6Hc,Mercy,2017-04-20,208733,81,3wBabo4pmzsYjALMSKY7Iq,Illuminate (Deluxe),Shawn Mendes,0.125,0.555,0.662,0.0,0.111,0.0827,-4.952,0,148.128,4
3,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,2017-04-20,187973,85,1ne2D0NxoGyZd31gAM4HNd,Illuminate,Shawn Mendes,0.106,0.444,0.819,0.0,0.107,0.341,-4.078,0,82.695,4
4,2bT1PH7Cw3J9p3t7nlXCdh,If I Can't Have You,2019-06-19,191466,73,0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),Shawn Mendes,0.487,0.691,0.823,0.0,0.134,0.0623,-4.197,1,123.935,4
5,6v3KW9xbzN5yKLt9YKDYA2,Señorita,2019-06-19,190799,80,0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),Shawn Mendes,0.0392,0.759,0.548,0.0,0.0828,0.029,-6.049,0,116.967,4
6,0U1W2LZVUX7qTm7dDpqxh6,When You're Gone,2022-03-31,172266,74,4EGVr9mSwFPoqvDMkiahJp,When You're Gone,Shawn Mendes,0.0248,0.603,0.691,0.0,0.583,0.0372,-5.805,1,147.148,4
7,3bBknFVxhFjBIFX91HcneQ,There's Nothing Holdin' Me Back,2017-04-20,199440,51,1ne2D0NxoGyZd31gAM4HNd,Illuminate,Shawn Mendes,0.38,0.866,0.813,0.0,0.0779,0.0554,-4.063,0,121.998,4
8,2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,2015-04-14,223853,74,6sUOosXuYt0oUeczJRbedZ,Handwritten,Shawn Mendes,0.102,0.687,0.761,0.0,0.147,0.0876,-4.582,0,113.939,4
9,2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,2018-05-25,211360,74,2VP96XdMOKTXefI8Nui23s,Shawn Mendes,Shawn Mendes,0.0573,0.622,0.712,0.0,0.13,0.066,-7.321,1,140.025,4
10,2bL2gyO6kBdLkNSkxXNh6x,Animals,2014-09-02,231013,81,2Auw0pTT6EcQdvHNimhLQI,V,Maroon 5,0.000185,0.279,0.742,0.0,0.593,0.0898,-6.46,0,189.868,4
11,4gbVRS8gloEluzf0GzDOFc,Maps,2014-09-02,189960,85,2Auw0pTT6EcQdvHNimhLQI,V,Maroon 5,0.0205,0.742,0.713,0.0,0.059,0.0303,-5.522,0,120.032,4
12,1LmN9SSHISbtp9LoaR5ZVJ,Payphone,2021-06-20,231386,68,5x7JzoE4A3DwwU6FPt8qws,Overexposed,Maroon 5,0.0136,0.739,0.756,0.0,0.37,0.0394,-4.828,1,110.028,4
13,6ECp64rv50XVz93WvxXMGF,This Love,2002,206200,84,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,Maroon 5,0.0525,0.712,0.862,0.0,0.093,0.0378,-4.612,0,95.051,4
14,2iuZJX9X9P0GKaE93xcPjk,Sugar,2014-09-02,235493,81,2Auw0pTT6EcQdvHNimhLQI,V,Maroon 5,0.0591,0.748,0.788,0.0,0.0863,0.0334,-7.055,1,120.076,4
15,7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,201160,73,7strNUlU6xZqlVWBNUdOYv,Hands All Over,Maroon 5,0.0111,0.722,0.758,0.0,0.308,0.0471,-4.477,0,128.047,4
16,7sapKrjDij2fpDVj0GxP66,She Will Be Loved,2002-06-25,257133,72,1Rv9WRKyYhFaGbuYDaQunN,Songs About Jane,Maroon 5,0.0596,0.706,0.713,0.0,0.132,0.0301,-5.512,0,102.037,4
17,4cktbXiXOapiLBMprHFErI,Memories,2021-06-11,189486,84,1pCA38N6MkLlthXtAOvZTU,JORDI (Deluxe),Maroon 5,0.841,0.775,0.327,0.0,0.0821,0.0557,-7.241,1,91.05,4
18,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,2002,259453,82,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,Maroon 5,0.228,0.651,0.663,0.0,0.0994,0.0281,-5.569,0,102.0,4
19,4XNrMwGx1SqP01sqkGTDmo,One More Night,2012-01-01,219466,72,2pjfMmH52fryXVQuWTWOgP,Overexposed (Deluxe),Maroon 5,0.0444,0.718,0.82,0.0,0.0846,0.0323,-3.453,0,92.998,4
20,3dPtXHP0oXQ4HCWHsOA9js,夜に駆ける,2019-12-15,261013,71,3GzwPyPZCyrqUTaurTaS23,夜に駆ける,YOASOBI,0.00231,0.67,0.874,1.72e-05,0.3,0.0305,-5.221,1,130.041,4
21,7ovUcF5uHTBRzUpB6ZOmvt,アイドル,2023-04-12,213233,77,7yMkS4NCpG0FH6NoaH3F0a,アイドル,YOASOBI,0.112,0.574,0.935,1.07e-06,0.367,0.0926,-2.783,1,166.008,4
22,6MCjmGYlw6mQVWRFVgBRvB,夜に駆ける,2021-01-06,258838,73,1xhO0GSoezdPJcSuNe1ySv,THE BOOK,YOASOBI,0.00299,0.663,0.871,1.8e-06,0.337,0.03,-5.287,1,130.025,4
23,1hAloWiinXLPQUJxrJReb1,アイドル,2023-10-04,211733,77,68w73FF3dYC6C3RWdcV0Yl,THE BOOK 3,YOASOBI,0.105,0.457,0.941,1.38e-06,0.437,0.0917,-2.692,0,165.783,4
24,4LjIQmt1t6NjpM0tpttzjo,勇者,2023-09-29,194164,71,6L7pjBfP49dh1WYDmHngOO,勇者,YOASOBI,0.047,0.641,0.887,1.36e-05,0.171,0.0443,-4.665,1,104.015,4
25,2vjY3jGKElvqXoaGNEuYef,怪物,2021-12-01,205480,67,5uStDUB4nlmItpz2AYlFtd,THE BOOK 2,YOASOBI,0.0655,0.598,0.847,9.92e-05,0.307,0.205,-2.54,1,169.959,4
26,62Lv9WcrfzJqhvYDbilJy3,たぶん,2020-07-20,258666,64,2882DYZkYy3UOYyWOvbnnl,たぶん,YOASOBI,0.146,0.747,0.666,0.000912,0.0981,0.0324,-6.395,1,90.008,4
27,398dL22bDbKbAmiOnPaq7o,たぶん,2021-01-06,256773,67,1xhO0GSoezdPJcSuNe1ySv,THE BOOK,YOASOBI,0.157,0.748,0.661,0.00102,0.101,0.0334,-6.702,1,90.003,4
28,1zVsw1SqQKgtzE4aqmE8nE,Idol,2023-05-26,213233,60,2t5eAUqMwN0Kb2JGTxW2w0,Idol,YOASOBI,0.147,0.482,0.955,0.0,0.406,0.119,-2.626,0,165.512,4
29,06XQvnJb53SUYmlWIhUXUi,怪物,2021-01-06,206000,68,41HUxKwnbrg8IdelmMibj9,怪物,YOASOBI,0.0699,0.627,0.824,6.57e-05,0.31,0.118,-3.419,1,169.935,4
30,2xlV2CuWgpPyE9e0GquKDN,Someone To Stay,2017-04-07,254013,75,7mhJTJjSZtFVDZwR7CU9xC,Revival,Vancouver Sleep Clinic,0.588,0.436,0.473,4.35e-05,0.103,0.0307,-7.24,1,108.906,4
31,5vA7p1ThlleqYYeIRQTaiK,Killing Me To Love You,2017-04-07,202733,44,7mhJTJjSZtFVDZwR7CU9xC,Revival,Vancouver Sleep Clinic,0.0249,0.383,0.614,0.0794,0.131,0.0342,-9.129,1,167.592,4
32,7tMbZ0RGW0jFsBw7ipEPEV,Someone To Stay,2016-11-04,254013,56,0JT94KA15duapEYHVQkq1l,Someone To Stay,Vancouver Sleep Clinic,0.588,0.436,0.473,4.35e-05,0.103,0.0307,-7.24,1,108.906,4
33,0AlPTC3ChJYKnBLQY11uP6,Someone To Stay (Acoustic),2023-12-22,237748,49,4b9XvODq3fQ6xGTlmUpwQm,Someone To Stay (Acoustic),Vancouver Sleep Clinic,0.705,0.567,0.29,0.0,0.117,0.0264,-10.665,1,104.108,4
34,5wlMfZKIVAlZ9nfBFyjI2S,Middle Of Nowhere,2020-12-18,402654,51,7vZoAzkg4fOTxHIBQF9MVN,Middle Of Nowhere,Vancouver Sleep Clinic,0.502,0.474,0.425,0.00196,0.0873,0.0327,-11.412,1,123.747,4
35,1iluGsudAKLq5U5BYPrOMS,Yellow,2023-03-17,262714,34,4a9VIksdlTfLwRkdDnycfd,Volume 1,Pop Goes Ambient,0.834,0.27,0.202,0.0777,0.136,0.0323,-15.216,1,139.916,4
36,60dbtman3auzoGMquWeIJs,(Aftermath),2014-03-10,103018,50,1qqUyfL75uIRPAzziRaLFe,Winter,Vancouver Sleep Clinic,0.99,0.191,0.128,0.82,0.106,0.0365,-19.653,1,143.95,4
37,0suxHAxQk8fJt0mffROqdj,The Flow,2022-07-08,214306,24,0Pq2CJXepTD3Tbl9jXhlhu,Fallen Paradise,Vancouver Sleep Clinic,0.283,0.518,0.532,0.000112,0.0912,0.0289,-9.02,1,153.951,4
38,7kGSlff8LYntGZQVk65liB,Flaws,2014-03-10,199400,48,1qqUyfL75uIRPAzziRaLFe,Winter,Vancouver Sleep Clinic,0.887,0.474,0.333,0.129,0.0956,0.0578,-12.727,1,69.995,4
39,6UmJo8SsHylk0Uc3kecKsf,Ayahuasca,2018-03-23,508601,40,1NaV4Mf4OGmDakvCA7PdIh,Therapy Phase 01,Vancouver Sleep Clinic,0.734,0.47,0.228,0.108,0.0691,0.0338,-15.717,0,148.0,4
40,0tgVpDi06FyKpA1z0VMD4v,Perfect,2017-03-03,263400,87,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),Ed Sheeran,0.163,0.599,0.448,0.0,0.106,0.0232,-6.312,1,95.05,3
41,50nfwKoDiSYg8zOCREWAm5,Shivers,2021-10-29,207853,84,32iAEBstCjauDhyKpGjTuq,=,Ed Sheeran,0.281,0.788,0.859,0.0,0.0424,0.0856,-2.724,1,141.02,4
42,7qiZfU4dY1lWllzX7mPBI3,Shape of You,2017-03-03,233712,86,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),Ed Sheeran,0.581,0.825,0.652,0.0,0.0931,0.0802,-3.183,0,95.977,4
43,3p7XQpdt8Dr6oMXSvRZ9bg,Eyes Closed,2023-05-05,194848,80,2WFFcvzM0CgLaSq4MSkyZk,- (Deluxe),Ed Sheeran,0.246,0.793,0.52,0.0,0.0878,0.0696,-7.457,0,107.014,4
