,track_id,track_name,release_date,length,track_popularity,album_id,album_name,artist_name,acousticness,danceability,energy,instrumentalness,liveness,speechiness,loudness,mode,tempo,time_signature
44,51ChrwmUPDJvedPQnIU8Ls,Dive,2017-03-03,238440,73,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),Ed Sheeran,0.355,0.761,0.386,0.0,0.0953,0.0399,-6.158,1,134.943,3
45,3rmo8F54jFF8OgYsqTxm5d,Bad Habits,2021-10-29,230746,81,32iAEBstCjauDhyKpGjTuq,=,Ed Sheeran,0.0451,0.807,0.893,2.79e-05,0.366,0.0347,-3.745,0,126.011,4
46,2x0WlnmfG39ZuDmstl9xfX,End Game,2017-11-10,244826,78,6DEjYFkNZh67HP7R9PSZvv,reputation,Taylor Swift,0.00845,0.649,0.589,0.0,0.108,0.0558,-6.237,1,159.073,4
47,6jemILri7l5LuPhKs2nuXr,Boat,2023-05-05,185675,64,2WFFcvzM0CgLaSq4MSkyZk,- (Deluxe),Ed Sheeran,0.758,0.47,0.203,2.41e-06,0.312,0.0371,-8.676,1,153.578,3
48,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,2014-06-21,281560,82,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),Ed Sheeran,0.474,0.781,0.445,0.0,0.184,0.0295,-6.061,1,78.998,4
49,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,2017-03-03,261153,79,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),Ed Sheeran,0.0232,0.461,0.834,1.14e-05,0.14,0.0989,-4.868,1,135.007,4
50,630DpnzdfjdVqv2yLfPbAX,Bertaut,2020-05-28,315960,77,75KyCmWatZRvlMcMRed9BG,Selamat Ulang Tahun,Nadin Amizah,0.933,0.47,0.131,0.00245,0.109,0.0362,-13.29,1,118.836,3
51,3ymuBMTviroWLuf1jMsMVf,Sorai,2019-01-01,278333,73,60YDoJUMHjkYtZnPztRvZ1,Sorai,Nadin Amizah,0.951,0.555,0.239,0.0029,0.16,0.0303,-12.445,1,143.585,4
52,1nYdkPCbHdYi4w7s2L6SHA,Rayuan Perempuan Gila,2023-06-23,320000,72,7cCDE3ZZwmD94SKVKCLXAO,Rayuan Perempuan Gila,Nadin Amizah,0.872,0.527,0.396,0.0459,0.379,0.0289,-9.476,1,104.938,4
53,4ADF7AQUZUZWSdmiK2zUcw,Tawa,2023-10-13,255375,60,5hpq1LSLCuC7cifjXAM5bf,"Untuk Dunia, Cinta, dan Kotornya",Nadin Amizah,0.421,0.396,0.697,0.617,0.126,0.0408,-5.846,1,89.948,4
54,4rcuS31IcZynp91dqvmhmA,Semua Aku Dirayakan,2023-10-13,310625,71,5hpq1LSLCuC7cifjXAM5bf,"Untuk Dunia, Cinta, dan Kotornya",Nadin Amizah,0.959,0.319,0.322,0.000568,0.0947,0.0313,-10.475,1,80.492,4
55,0zAtj0BEvpulETGrk95NPQ,Rayuan Perempuan Gila,2023-10-13,320000,67,5hpq1LSLCuC7cifjXAM5bf,"Untuk Dunia, Cinta, dan Kotornya",Nadin Amizah,0.865,0.396,0.406,0.0755,0.371,0.0297,-8.813,1,104.991,4
56,6Dh1zHQjEaOp29VW9pp3xG,Taruh,2020-05-28,249892,67,75KyCmWatZRvlMcMRed9BG,Selamat Ulang Tahun,Nadin Amizah,0.979,0.349,0.244,0.000909,0.0924,0.0462,-13.163,1,89.98,4
57,3FPlY1uqTe1oFfIgI0BnoA,Beranjak Dewasa,2020-05-28,297617,69,75KyCmWatZRvlMcMRed9BG,Selamat Ulang Tahun,Nadin Amizah,0.454,0.56,0.331,0.00347,0.102,0.0287,-7.929,1,115.094,4
58,0huV20ZR9HzTmBtXeYpEwD,Ah,2023-10-13,227892,59,5hpq1LSLCuC7cifjXAM5bf,"Untuk Dunia, Cinta, dan Kotornya",Nadin Amizah,0.787,0.539,0.58,0.0411,0.117,0.033,-8.877,1,129.879,4
59,1q1dsfckKMgjfr8DfdeKfs,Amin Paling Serius,2020-02-20,303800,70,4gwRdhyoIngNRgbeP0C7Id,Berhati,Sal Priadi,0.969,0.361,0.255,0.00347,0.112,0.0306,-9.917,1,129.968,4
60,5iUzEn2QzBW0KEWNQO1KQC,The Rose,2008-01-09,215026,45,7fMaW2J2rb9EdcHG2TMZup,Jackpot! The Best Bette,Bette Midler,0.94,0.258,0.0971,0.0,0.122,0.0302,-13.002,1,65.346,3
61,562JrM9b7jiu8LgzV62x3o,The Rose,1979,221373,64,6PXrZg7FMAGm1rnu6widwU,The Rose,Bette Midler,0.901,0.347,0.228,0.0,0.38,0.0296,-9.667,1,133.574,4
62,3qxzozdGFaBxQ0X4HkrMr0,"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",2021-06-18,174380,61,6TeOuy8VtjfYy52ntsnu1m,"The Rose Song [From ""High School Musical: The Musical: The Series (Season 2)""]",Olivia Rodrigo,0.784,0.437,0.372,0.0,0.107,0.0373,-9.0,1,141.786,4
63,2mqN6WJawRJzT2X9T5bdYV,sorry,2018-04-16,215476,65,6kdRAzt9oU3X9eUdeTB0Yk,Void,The Rose,0.471,0.388,0.642,0.0,0.306,0.0337,-4.659,1,173.61,4
64,1BlvRT7JUtpNQUZHrVUPwJ,The Rose,2024-02-09,158783,56,3S58P2blfAWXqcRtxzkHm7,The Rose,A Little Time,0.995,0.341,0.00997,0.895,0.105,0.0354,-30.872,1,74.904,4
65,4eZpe6SMJQIqAU9VJI84oD,Back To Me,2023-07-21,224968,65,7uAydPIaSI5OmH4e8WY0Eo,Back To Me / Alive,The Rose,0.0518,0.595,0.835,0.0,0.476,0.0406,-3.226,0,130.033,4
66,0RLBOWrdoCUp31PeWNkaFR,The Rose,2019-02-22,213386,32,4iKdML6K8UKCKWxMMtdHQw,Number 1's and More,Conway Twitty,0.561,0.388,0.102,0.0,0.0651,0.0283,-19.706,1,63.429,3
67,4qCySCQyiyLT2mVUOM2zdS,The Rose Song,2021-07-30,174380,51,5j8ccf2ePPuzngz8j1xcVM,High School Musical: The Musical: The Series (Original Soundtrack/Season 2),Cast of High School Musical: The Musical: The Series,0.786,0.437,0.374,0.0,0.107,0.0376,-8.991,1,141.897,4
68,20Ahyv93KKjMuDHAVy2yjr,Back To Me,2023-09-22,224968,64,6ICDcaM2LlaMND4DDVe4so,DUAL,The Rose,0.0518,0.595,0.835,0.0,0.476,0.0406,-3.226,0,130.033,4
69,22BPRyDGzJcya0tB0nNjkw,The Rose Song,2021-10-01,194506,47,1IcgiPVFTOe5B2ICMzNwuT,Disney Peaceful Piano: Tranquility,Disney Peaceful Piano,0.989,0.683,0.189,0.915,0.107,0.0544,-19.521,1,128.125,4
70,12kATn4uHTTQ4PNochinov,Pamungkas,2000,53434,2,7bqSIYN15dD7uEsmUXjvQ6,Nesu!,Something Wrong,0.936,0.314,0.0748,0.0224,0.181,0.0725,-20.054,0,78.69,5
71,3pCt2wRdBDa2kCisIdHWgF,To the Bone,2019-06-14,344571,78,3QUGmEDo4oijL93sKzlsR4,Flying Solo,Pamungkas,0.514,0.668,0.727,1.9e-05,0.1,0.027,-6.55,0,139.991,4
72,1tS1dRfxIV9FzqdYTbJgMn,Kenangan Manis,2018-07-15,207937,72,7IRlD9qEXisysWi8O24EkU,Walk The Talk,Pamungkas,0.0511,0.604,0.678,0.00169,0.0945,0.0304,-7.331,1,139.974,4
73,01beCqR9wsVnwzkAJZyTqq,I Love You but I'm Letting Go,2018-07-15,220163,65,7IRlD9qEXisysWi8O24EkU,Walk The Talk,Pamungkas,0.972,0.393,0.319,2.94e-05,0.111,0.0303,-9.116,1,79.628,4
74,77vx7sGjdqwdnQL968t8oY,Monolog,2018-07-15,207216,73,7IRlD9qEXisysWi8O24EkU,Walk The Talk,Pamungkas,0.108,0.476,0.578,0.558,0.131,0.0312,-9.252,1,96.978,4
75,7iTF9T1jum3Km6H6WMZpDC,One Only,2018-07-15,255492,70,7IRlD9qEXisysWi8O24EkU,Walk The Talk,Pamungkas,0.219,0.25,0.519,3.18e-06,0.0869,0.0314,-6.39,1,144.63,4
76,0tC3Hs5LO0mF2Kyhf912oJ,A Day That Feels Better - Live at Birdy South East Asia Tour,2023-06-08,238595,33,2AyVlzmZlb3pZfHP81lpO2,A Day That Feels Better (Live at Birdy South East Asia Tour),Pamungkas,0.509,0.392,0.675,0.000192,0.648,0.0656,-9.33,1,82.902,4
77,4gW0fnArZ93uAElSkuw0PG,Sorry,2018-07-15,187111,56,7IRlD9qEXisysWi8O24EkU,Walk The Talk,Pamungkas,0.159,0.557,0.608,0.000487,0.352,0.0291,-5.613,1,134.919,4
78,5h51lTy1jYDDkYLALQrzX9,Risalah Hati,2021-06-30,301824,71,2Hjub1YpegaAmIf2TULKki,Pupus / Risalah Hati,Pamungkas,0.737,0.509,0.465,0.000233,0.136,0.0283,-10.112,1,73.991,4
79,3biRFPQ3e2eD4kHoCaZoUg,Pupus,2021-06-30,315652,64,2Hjub1YpegaAmIf2TULKki,Pupus / Risalah Hati,Pamungkas,0.791,0.575,0.429,0.0136,0.133,0.0298,-10.476,1,137.919,4
80,18uwL0vNUanqZH0ro2QcOP,comethru,2018-09-28,181613,74,6Whp0T7d1SAt4gDUNkWWD1,"summer,",Jeremy Zucker,0.607,0.795,0.178,0.0,0.623,0.0574,-11.991,1,93.982,4
81,4CxFN5zON70B3VOPBYbd6P,you were good to me,2019-05-03,219146,72,16mjtcKPxpQ4ajFHmJ0hJC,brent,Jeremy Zucker,0.913,0.561,0.0848,2.62e-05,0.112,0.0404,-15.099,1,102.128,4
82,1aEsTgCsv8nOjEgyEoRCpS,this is how you fall in love,2021-02-05,174586,72,0A9eIFTz09ciHqCHJNYyf2,brent ii,Jeremy Zucker,0.732,0.441,0.202,2.6e-05,0.126,0.0381,-12.499,1,77.971,4
83,7bdYxWPCs46dQ0XLwySOyv,better off,2018-05-04,193946,60,14lSyFVCuhvEoW7ogOIzD0,glisten,Jeremy Zucker,0.747,0.708,0.322,9.24e-05,0.137,0.0371,-12.46,0,98.892,4
84,75ls0gurX68lUmMjE7QcsE,all the kids are depressed,2018-05-04,169973,69,14lSyFVCuhvEoW7ogOIzD0,glisten,Jeremy Zucker,0.836,0.773,0.437,2.42e-05,0.544,0.0963,-8.281,1,103.861,4
85,2RSAu3AGDi2sPhYEjSZmzv,OK,2023-05-12,263986,49,15kgnv34kf8eRCpNWZl79V,OK,Jeremy Zucker,0.0498,0.826,0.634,0.0105,0.222,0.0358,-7.928,1,124.965,4
86,0rbKrBvZUYY9GN9l057BuY,"always, i'll care",2020-04-17,146160,67,5mkf4N44kdEwYgaOk3hRLF,love is not dying,Jeremy Zucker,0.897,0.732,0.221,2.62e-05,0.11,0.056,-12.623,1,105.165,4
87,1sTtlEZeVeeEnxEztJNkYN,emily,2021-02-05,233746,53,0A9eIFTz09ciHqCHJNYyf2,brent ii,Jeremy Zucker,0.68,0.551,0.249,0.0022,0.112,0.06,-11.392,1,156.02,3
88,16Fxe5DvEXRxQwcorFyaIO,I'm So Happy (with BENEE),2022-09-16,173365,55,2n9fao5PGUvIayJehrdHf7,I'm So Happy,Jeremy Zucker,0.642,0.846,0.434,0.0,0.197,0.118,-7.118,1,132.899,4
89,7cflqPPi3zWfLFRRBTWeh6,talk is overrated,2017-10-27,189800,58,77EcAn5H4pGamI8JiwvP4T,idle,Jeremy Zucker,0.435,0.776,0.353,0.0,0.302,0.0687,-8.317,0,138.035,4
90,0MAIxtXWimwhAAQOST9jp7,Sesuatu Di Jogja,2017-07-10,287453,64,32SLZ72En7DvxafTDhdk28,8 Tahun,Adhitia Sofyan,0.848,0.638,0.376,0.00699,0.107,0.0309,-11.205,1,112.128,4
91,3843qh8Ih59FwSCDzPigNU,Adelaide Sky,2010,243720,45,4aBEgsdtU9zT7bgAY6BDQ8,Quiet Down,Adhitia Sofyan,0.848,0.546,0.299,5.37e-06,0.346,0.051,-10.775,1,79.503,4
92,3o4nMGqSQrvOPpR39O7wwC,Blue Sky Collapse,2010,291506,40,4aBEgsdtU9zT7bgAY6BDQ8,Quiet Down,Adhitia Sofyan,0.823,0.51,0.3,2.55e-06,0.105,0.0276,-10.917,1,87.604,4
93,4UucLisbPzUcqYCE6cQX2z,Forget Jakarta,2011,401520,45,2nftdSlqgiJ2lN8hu3dCEr,Forget Your Plan,Adhitia Sofyan,0.643,0.483,0.249,2.59e-06,0.117,0.0305,-12.315,1,115.587,4
94,3yEmHh3T377wlTwKIAI2Cg,8 Tahun,2017-07-10,172146,37,32SLZ72En7DvxafTDhdk28,8 Tahun,Adhitia Sofyan,0.858,0.616,0.265,2.14e-05,0.0809,0.0274,-13.824,1,101.86,4
95,1ExqeZHZPQauyQ2d2rzMVW,9 Tahun,2019-01-29,209179,38,2TdVzftPMy2VUNmMPZMPCj,Chronicles of You,Adhitia Sofyan,0.899,0.526,0.215,0.000333,0.106,0.061,-15.233,0,202.106,3
96,4RX3P79CX2a8EYNgM9WdVW,November the 2nd,2021-06-29,119684,34,4xNVcVUGiuRsf4o8LCDTud,November the 2nd,Adhitia Sofyan,0.853,0.459,0.303,0.0304,0.102,0.0316,-13.987,1,97.417,4
97,7crsHJq8gyoPxvcF26FewJ,Let Me In,2023-05-30,200000,18,6YdSXl65Z5qcMxlCIvSEyo,Stubborn Heart,Adhitia Sofyan,0.522,0.918,0.361,2.83e-06,0.0897,0.084,-12.341,1,99.974,4
98,6cebiKUXkoLYlaxzDfEPtS,Gaze,2011,309293,32,2nftdSlqgiJ2lN8hu3dCEr,Forget Your Plan,Adhitia Sofyan,0.458,0.394,0.322,0.000735,0.224,0.031,-10.794,1,104.892,4
99,7fIPkmVvVTPrACDwfWRe7H,After The Rain,2011,290680,33,2nftdSlqgiJ2lN8hu3dCEr,Forget Your Plan,Adhitia Sofyan,0.647,0.443,0.323,0.000179,0.107,0.0303,-9.541,1,119.859,4
0,6Hii26x3qDErVitnGW8QtO,Runtuh,2021-10-01,223973,78,5boeKAXsTkdFlm6OnkQxQW,Runtuh,Feby Putri,0.876,0.593,0.287,0.000136,0.119,0.0289,-13.164,1,127.783,4
1,4cLmzFuO46wsTaJnoC8m4P,Garis Terdepan,2015-10-29,213236,65,6ej8qsrXEhtkhYYKUoTa4h,Konspirasi Alam Semesta,Fiersa Besari,0.662,0.444,0.334,0.0,0.0973,0.0293,-11.158,1,86.98,4
2,5sgRYOTpFZRROlndD460KI,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",2019-11-08,249503,65,3srKBIcoP2Q9VA1cDHARUh,"Pelukku Untuk Pelikmu (OST Imperfect: Karier, Cinta, & Timbangan)",Fiersa Besari,0.127,0.531,0.825,0.0,0.195,0.0432,-5.462,1,125.043,4
3,47caohVI6Qe7KY8EuaRtg0,Waktu Yang Salah,2014-05-15,323956,65,2jZflSCJ8hq8bp7bBzioOx,Tempat Aku Pulang,Fiersa Besari,0.756,0.662,0.271,0.0,0.0976,0.0256,-10.997,1,129.957,4
4,1Iyqp9LuH0JzxHO7p0LM6a,Nadir,2015-10-29,298053,55,6ej8qsrXEhtkhYYKUoTa4h,Konspirasi Alam Semesta,Fiersa Besari,0.649,0.352,0.277,0.0,0.102,0.0298,-7.892,1,149.651,4
5,7CiPakkZPCHtYnHtsEHR8n,Celengan Rindu,2014-05-15,222285,63,2jZflSCJ8hq8bp7bBzioOx,Tempat Aku Pulang,Fiersa Besari,0.0927,0.641,0.541,0.0,0.124,0.0431,-7.62,1,116.978,4
6,7acA8bnDcifMEolySXKOz8,April,2014-05-15,261746,61,2jZflSCJ8hq8bp7bBzioOx,Tempat Aku Pulang,Fiersa Besari,0.617,0.39,0.454,0.0,0.209,0.026,-8.306,1,79.762,4
7,20RyUmtp32IZ52AqGH2B01,Ada Selamanya,2023-02-25,201913,58,3OMKXDMhWMBVl9FmCZ83WK,Ada Selamanya,For Revenge,0.106,0.494,0.49,0.0,0.119,0.0284,-4.816,1,137.984,3
8,1IhVdSpDJV4ASULOTALD3P,Lewat Doa,2024-03-28,258000,50,1yTMN5y852AZFeViX6rrKz,Lewat Doa,Fiersa Besari,0.688,0.533,0.161,0.0,0.106,0.0347,-9.221,1,135.441,4
9,66BI2jOxqiWsZxsRYcU3ls,Melawan Hati,2020-12-20,276319,49,4OcqTmL6rz2ahJGuvhPzkk,20:20,Fiersa Besari,0.45,0.235,0.423,6.26e-06,0.104,0.03,-8.247,1,81.584,4
10,6rY5FAWxCdAGllYEOZMbjW,SLOW DANCING IN THE DARK,2018-10-26,209273,80,5mIImcsuqpiSXg8XvFr81I,BALLADS 1,Joji,0.544,0.517,0.479,0.00598,0.191,0.0261,-7.458,1,88.968,4
11,6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,2022-06-10,233456,80,6ZZvx0aefZV3LKa053fn71,Glimpse of Us,Joji,0.891,0.44,0.317,4.78e-06,0.141,0.0531,-9.258,1,169.914,3
12,26hOm7dTtBi0TdpDGl141t,Die For You,2022-11-04,211666,77,2hEnymoejldpuxSdTnkard,SMITHEREENS,Joji,0.383,0.472,0.518,0.127,0.289,0.051,-7.379,1,147.805,4
13,0baNzeUcPQnQSagpe8T0mD,worldstar money (interlude),2018-02-14,126312,75,6ZksrxRWlJ7ExylPyJwfLJ,In Tongues (Deluxe),Joji,0.964,0.577,0.387,0.705,0.208,0.274,-8.607,1,146.565,1
14,52ooD6LHuXFubM6d1CDD93,YEAH RIGHT,2018-10-26,174357,74,5mIImcsuqpiSXg8XvFr81I,BALLADS 1,Joji,0.62,0.671,0.589,0.234,0.0992,0.128,-9.573,1,169.031,4
15,435yU2MvEGfDdmbH0noWZ0,worldstar money (interlude),2017-11-03,126312,64,3dtSst4EXjGeZVQ5Sco315,In Tongues,Joji,0.964,0.577,0.387,0.705,0.208,0.274,-8.607,1,146.565,1
16,4vgU9MGJwhgBEtlO8mMN49,Like You Do,2020-09-24,240294,71,6gJ8VKn5PAFcCIVaf3B2uE,Nectar,Joji,0.954,0.563,0.198,0.00892,0.135,0.0315,-10.034,1,132.691,4
17,4ewazQLXFTDC8XvCbhvtXs,Glimpse of Us,2022-11-04,233456,76,2hEnymoejldpuxSdTnkard,SMITHEREENS,Joji,0.891,0.44,0.317,4.78e-06,0.141,0.0531,-9.258,1,169.914,3
18,2r8RwegunaKMYW4pDFEMKM,Run,2020-09-24,195000,69,6gJ8VKn5PAFcCIVaf3B2uE,Nectar,Joji,0.0469,0.427,0.715,0.000231,0.615,0.0324,-3.948,1,157.905,3
19,4VQH4VluDUOsOuDxccTeyN,Sanctuary,2020-09-24,180018,75,6gJ8VKn5PAFcCIVaf3B2uE,Nectar,Joji,0.394,0.551,0.639,0.000141,0.373,0.123,-7.475,1,167.809,4
20,5SjfjoYaRJ5jycgqwV0ow0,Scars,2023-02-17,192000,66,5ZFNVSacvOj5XKRkqv39tY,Scars,Keenan Te,0.545,0.571,0.496,0.0,0.107,0.0571,-7.627,1,144.925,4
21,5rAXh4KmCklV5iRdHkBJnJ,Never Let You Go,2022-01-28,202434,61,7bZPlexbSbLYPsZQ0C7t2n,Never Let You Go,Keenan Te,0.0921,0.726,0.499,0.0,0.0717,0.0379,-9.056,1,114.9,4
22,4EgBhLYvbA3FeEfgpLD54h,Unlearn You,2023-08-18,168461,53,2PV7hRgIk5c5GEmXRRUHC3,Phases,Keenan Te,0.346,0.612,0.513,0.0,0.077,0.0359,-8.971,1,77.977,4
23,5WJtuMqSdxcbuNvouacT37,Forgot About Us,2022-04-29,213674,59,414LRtMnUY3SguBTwr0duS,Forgot About Us,Keenan Te,0.398,0.556,0.43,0.0,0.0845,0.0551,-6.134,1,169.617,4
24,3uxPJckvg3g5B686iNgqXU,overthinking about you,2023-07-07,196296,55,6HoiPGlbAGOrJRJ5ZRVnzn,overthinking about you,Keenan Te,0.594,0.51,0.465,0.0,0.138,0.147,-6.512,1,80.76,4
25,1hH4syeWdhmTv9dAVxUIqp,Unlearn You,2023-10-13,168461,58,4Wh8uCIvHCizstCvba9HtX,Unlearn You,Keenan Te,0.325,0.541,0.515,0.0,0.072,0.0401,-8.752,1,155.728,4
26,7dqgjApCVOTTXUnTFy8svR,With Me,2023-08-18,152275,47,2PV7hRgIk5c5GEmXRRUHC3,Phases,Keenan Te,0.462,0.641,0.338,0.0,0.189,0.0443,-11.855,1,144.879,4
27,4ZQhl1YoV9CczZYCAfYQgp,Nothing,2022-10-14,170952,53,65or2w6lU2ioWmVI54JvXa,Nothing,Keenan Te,0.449,0.662,0.443,0.0,0.0885,0.0655,-8.842,1,125.74,4
28,2LviX2K6A98fRLLi1KLuo2,With Me,2023-08-17,152275,37,5KwenN0bRpyZmFYN1zLPBE,With Me,Anthony de la Torre,0.461,0.643,0.342,0.0,0.189,0.049,-11.855,1,144.841,4
29,1tzcBtPgQEcYvzi4lBuVgM,Dependent,2021-04-20,198320,54,21cffck0IhJOMuqD12FRgl,Dependent,Keenan Te,0.907,0.474,0.336,2.71e-05,0.121,0.108,-13.871,1,74.961,4
30,0TvxrH69oDuV4k9NZAvs3l,On The Way,2023-12-22,192373,53,3H2v38YigQUXP24Yhq49YA,On The Way,Hollow Coves,0.626,0.65,0.501,0.634,0.115,0.027,-11.344,1,123.974,4
31,4sDbdBjuYQVdNNB4PiHUPo,Coastline,2017-03-17,233973,75,37yGR6auNK3W1XbcDYfSjw,Wanderlust,Hollow Coves,0.627,0.67,0.496,0.00319,0.0584,0.0277,-11.23,1,100.17,4
32,4cJsJdwEp3y4K1slV5fRZm,Interlude,2017-03-17,60013,69,37yGR6auNK3W1XbcDYfSjw,Wanderlust,Hollow Coves,0.988,0.584,0.0831,0.934,0.111,0.0395,-21.379,1,100.079,4
33,7MIMNleq34UeRnlLRdPpGY,The Woods - Acoustic,2017-07-14,239960,65,7HZod7ee2InRlQb8PRS3GI,The Woods (Acoustic),Hollow Coves,0.724,0.568,0.558,0.000331,0.116,0.0278,-8.553,1,104.991,4
34,6SGoFZFKjF1ZbGDkImEaS7,Home,2017-03-17,202440,63,37yGR6auNK3W1XbcDYfSjw,Wanderlust,Hollow Coves,0.86,0.517,0.496,0.00471,0.117,0.0251,-11.858,1,84.993,4
35,5377z0OljWvRR7CdSQrJxP,The Woods,2017-03-17,241546,64,37yGR6auNK3W1XbcDYfSjw,Wanderlust,Hollow Coves,0.411,0.802,0.41,0.00107,0.0941,0.0455,-12.793,1,106.05,4
36,434io34sIbKCD3KzuoJCg5,Nothing to Lose,2024-03-01,237666,55,3MLs9OSTBURXZ87o8ItJSp,Nothing to Lose,Hollow Coves,0.198,0.743,0.777,0.000827,0.189,0.0376,-8.654,1,124.988,4
37,4QpnTJdniesQvZfHfzLTXJ,Blessings,2021-06-11,250933,61,6desfH923KHppE0VKCuIQK,Blessings,Hollow Coves,0.757,0.545,0.434,0.000552,0.0989,0.0277,-11.633,1,95.959,4
38,2Dj9OOoQHG5f0jlL5vt7Ve,The Open Road,2019-10-18,200133,59,1AdV0dbxTNI6ihLCJYyE96,Moments,Hollow Coves,0.848,0.67,0.408,8.4e-05,0.109,0.0346,-14.653,1,109.946,4
39,3ZOD3aghbxBkgKsLu2jOEK,These Memories,2017-03-17,313480,58,37yGR6auNK3W1XbcDYfSjw,Wanderlust,Hollow Coves,0.961,0.521,0.265,0.133,0.0676,0.0319,-18.229,1,77.519,4
40,46PSRrHcJ9BVXIypjbq3KF,Sejenak,2020-11-06,258507,42,3YwgjxSEZoKtSN8SmD0j99,Selamat Datang,Biru Baru,0.308,0.555,0.583,0.000873,0.357,0.052,-9.447,1,175.981,3
41,2NLUrZ3wTB0cTmcb4VOWqk,Biru,2023-10-22,190120,23,5gwUFVSmyeZQiUydcvzCIJ,Biru,MELOW MUSIC,0.924,0.5,0.204,0.893,0.113,0.0693,-25.216,0,111.013,4
42,2pqMccPlegBU49DQQG0dVV,Menari Dengan Bebas,2023-10-18,251000,45,2ZnhR5Qu78H3Dm7bW3AmAd,Menari Dengan Bebas,Biru Baru,0.00677,0.411,0.439,0.0228,0.14,0.036,-13.163,1,155.028,4
43,5hyZHH4hZPmdORIQbxDSaB,Birunta,2023-10-08,136500,29,3lTt5cGW9TmAIHYDYHpX9d,Birunta,MAFIA STUDIO,0.109,0.553,0.634,0.0,0.253,0.309,-4.758,0,172.66,3
44,13xsgx46jQaZsBnocQGBeX,Coming Back for You,2019-07-26,224342,30,6mxvoXEDVPvaAtl8nIwB7R,Coming Back for You,Biru Baru,0.748,0.568,0.349,0.041,0.525,0.0319,-14.202,1,150.0,4
45,5dcfZrFPpZnz46PJluUqB0,Baangka,2020-11-06,196031,40,3YwgjxSEZoKtSN8SmD0j99,Selamat Datang,Biru Baru,0.831,0.629,0.249,0.0,0.263,0.051,-12.306,1,130.022,4
46,6P7uLkDIKL9OFCdcjAf9DN,Badai Biru (Cover),2024-02-13,377927,30,6ShVNKsuCThxw8NBI87r0y,Badai Biru (Cover),Ade Herlina,0.287,0.709,0.56,0.00167,0.311,0.0297,-7.882,0,129.993,4
47,7MMFSId5CetQIUqgdPXL6u,Benderang!,2021-11-19,288000,35,6wbdYt8vMTWRpa5VVWevGM,Benderang!,Biru Baru,0.0903,0.482,0.747,0.00562,0.147,0.0398,-7.22,1,140.003,4
48,5v8iuqWKoajSjonzT8MMWN,Selamat Datang,2020-11-06,320861,31,3YwgjxSEZoKtSN8SmD0j99,Selamat Datang,Biru Baru,0.532,0.481,0.6,0.000749,0.388,0.119,-12.045,0,139.803,4
49,6dEa01P6cI4C5hRxP6wlnk,Biru Beriak,2019-06-21,251044,9,4pJmd1WQM0GHyRltRsmTmy,Kiser Kenamaan,LAIR,0.347,0.416,0.402,0.00205,0.139,0.0273,-7.904,1,140.019,4
50,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,2020-03-20,200040,90,4yP0hdKOZPNshxUOjY0cZj,After Hours,The Weeknd,0.00146,0.514,0.73,9.54e-05,0.0897,0.0598,-5.934,1,171.005,4
51,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",2023-06-23,244684,92,7tzVd1fwkxsorytCBjEJkU,The Idol Episode 4 (Music from the HBO Original Series),The Weeknd,0.0545,0.522,0.641,0.0,0.162,0.0318,-6.287,1,87.51,4
52,5QO79kh1waicV47BqGRL3g,Save Your Tears,2020-03-20,215626,87,4yP0hdKOZPNshxUOjY0cZj,After Hours,The Weeknd,0.0212,0.68,0.826,1.24e-05,0.543,0.0309,-5.487,1,118.051,4
53,7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,230453,91,2ODvWsOgouMbaA5xf0RkJe,Starboy,The Weeknd,0.141,0.679,0.587,6.35e-06,0.137,0.276,-7.015,1,186.003,4
54,7fBv7CLKzipRk6EC6TWHOB,The Hills,2015-08-28,242253,86,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,The Weeknd,0.0671,0.585,0.564,0.0,0.135,0.0515,-7.063,0,113.003,4
55,5gDWsRxpJ2lZAffh5p7K0w,Stargirl Interlude,2016-11-24,111626,86,4AdZV63ycxFLF6Hcol0QnB,Starboy,The Weeknd,0.353,0.715,0.47,0.0923,0.104,0.0772,-12.638,0,89.965,4
56,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,2015-08-28,213520,83,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,The Weeknd,0.113,0.705,0.769,0.0,0.105,0.0425,-5.526,0,107.949,4
57,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,2016-11-25,260252,81,2ODvWsOgouMbaA5xf0RkJe,Starboy,The Weeknd,0.111,0.582,0.525,0.0,0.134,0.0627,-7.163,0,133.249,4
